ORIG_AMT,ORIG_TRM,NUM_BO,DTI,PROP_TYP,reperformance_flag,Loan.Age,FicoBkt,LAST_VAL,MLTV,Default_bin
121,360,1,45,SF,0,12,740,148.661662,85,0
132,360,2,25,SF,0,29,840,195.4827723,70,0
216,360,2,30,SF,0,26,660,362.4534921,60,0
150,360,2,55,SF,0,17,740,258.0500918,60,0
109,360,1,35,CO,0,11,700,158.0537759,70,0
175,360,2,35,SF,0,11,740,252.9772091,70,0
253,360,2,30,SF,0,40,780,543.2029786,45,0
25,360,1,50,SF,0,2,740,40.46666667,65,0
253,360,1,50,SF,1,22,740,412.3406172,65,0
104,360,2,30,SF,0,43,700,208.7568961,50,0
99,360,1,45,SF,0,10,740,115.6840751,90,0
103,360,1,55,CO,0,21,780,146.4431568,70,0
104,360,1,45,SF,0,39,780,191.4403425,55,0
153,360,1,40,SF,0,3,700,186.1477997,85,0
125,180,1,45,SF,0,18,780,380.1282051,35,0
208,360,1,35,CO,0,4,840,303.6764105,70,0
159,360,1,35,SF,0,25,840,234.9526616,70,0
149,360,1,45,CO,0,9,700,165.3316181,90,0
60,360,1,40,SF,0,114,740,99.02839569,55,0
242,360,1,20,CO,0,4,740,331.2335848,75,0
109,360,2,30,CO,0,23,780,149.769871,75,0
100,360,1,45,SF,0,45,740,185.392714,55,0
44,180,2,15,SF,0,21,780,60.51109813,70,0
103,360,2,15,SF,1,16,780,159.2769498,65,0
253,180,2,35,SF,0,21,780,470.8609771,55,0
108,180,2,30,SF,1,24,660,206.6935133,50,0
114,360,2,45,CO,0,18,740,166.1867011,70,0
135,360,1,30,SF,0,22,660,191.2586081,70,0
92,360,2,30,SF,0,34,700,108.7024178,85,0
213,360,2,50,SF,0,9,740,245.5076244,90,0
90,360,2,30,SF,0,32,660,175.8923307,50,0
124,360,2,40,SF,0,19,740,169.6892308,75,0
82,360,2,40,SF,0,6,660,100.0984581,85,0
150,360,1,55,SF,1,31,840,424.5315908,35,0
26,180,2,40,SF,1,15,780,54.02233578,50,0
94,360,1,50,SF,0,29,780,109.4682846,85,0
98,360,2,25,SF,0,24,740,132.7810783,75,0
78,360,2,40,CO,0,23,780,136.6408138,60,0
207,360,2,55,SF,0,6,740,290.6248158,75,0
75,360,1,30,SF,0,23,780,103.9337877,65,0
77,360,1,45,SF,1,18,700,144.0872209,55,0
77,360,2,30,SF,0,40,620,106.5632642,70,0
78,360,1,25,SF,0,24,780,149.9261868,55,0
132,360,2,40,SF,1,16,660,201.2137425,70,0
153,360,2,45,SF,1,31,700,227.3610174,70,0
225,360,1,20,SF,1,36,700,349.2146345,65,0
96,180,2,30,SF,0,23,780,221.577306,35,0
133,360,2,20,SF,0,21,780,180.9571251,75,0
160,360,2,20,SF,0,11,780,231.2929713,70,0
252,360,2,40,SF,0,4,700,339.92,75,0
94,360,2,40,SF,0,35,840,199.5280951,50,0
114,360,2,20,SF,0,43,740,165.4502773,65,0
139,360,2,45,SF,0,24,840,215.8209232,65,0
86,360,1,50,SF,0,5,740,133.0527445,65,0
109,360,2,25,SF,0,12,780,173.6058611,65,0
55,360,1,50,SF,1,202,660,81.59848384,45,1
199,300,2,20,SF,0,7,840,303.6523349,70,0
117,360,1,40,SF,1,32,740,147.7874287,80,0
127,360,2,40,SF,0,40,780,257.0992062,50,0
56,360,1,25,SF,0,25,780,83.52837677,70,0
103,360,2,35,SF,0,17,740,142.9985881,75,0
94,360,1,55,SF,0,3,660,130.1322807,75,0
57,360,1,40,SF,0,53,740,114.8090939,50,0
50,360,1,25,SF,0,106,840,102.6295337,5,0
160,240,2,25,SF,0,13,780,239.9971632,70,0
206,360,2,25,SF,0,6,780,653.2371702,35,0
100,360,1,50,CO,0,18,780,310.5337025,35,0
129,360,1,50,SF,1,2,740,183.4111072,75,0
150,360,2,40,CO,0,16,660,263.8148164,60,0
31,360,2,50,SF,0,41,700,42.39614732,75,0
204,360,2,35,CO,1,15,700,266.7321065,80,0
116,360,2,40,SF,0,28,660,174.0979002,50,0
87,360,1,30,SF,0,29,780,125.6359329,70,0
110,360,2,25,SF,0,41,840,273.5228589,35,0
175,360,2,25,SF,1,19,780,299.3509615,50,0
95,180,2,35,SF,0,20,660,124.1644919,75,0
152,360,1,25,SF,0,27,780,209.1681239,75,0
75,360,2,45,SF,0,14,740,127.741147,60,0
246,360,2,25,SF,0,23,700,380.4090256,65,0
240,360,2,25,SF,0,4,840,337.1753859,75,0
33,180,2,30,SF,0,172,700,219.415755,5,0
151,360,2,40,CO,0,12,780,167.2338246,90,0
217,360,2,20,SF,0,27,740,272.1758859,80,0
47,180,2,25,SF,0,15,780,116.3018324,40,0
94,360,2,50,SF,0,16,740,106.1166396,90,0
33,360,1,25,SF,0,130,700,87.03769526,35,0
52,300,1,35,SF,0,2,660,73.90137476,75,0
76,360,1,15,SF,1,33,660,89.95330936,85,0
215,360,2,20,SF,0,20,840,291.5414945,75,0
204,180,2,25,CO,0,28,700,356.1989272,55,0
95,360,2,25,SF,0,32,780,165.5157163,55,0
127,360,2,45,SF,0,16,740,147.3844916,90,0
128,360,1,40,SF,0,31,700,161.3922461,80,0
35,360,1,40,SF,0,24,740,47.42181369,75,0
117,360,1,45,SF,0,21,660,143.0262319,85,0
30,180,1,40,SF,0,23,700,75.55129739,40,0
54,360,2,35,SF,0,2,660,69.23076923,80,0
158,360,1,40,SF,0,26,740,200.2830888,80,0
109,360,2,25,SF,1,29,620,122.0739599,90,0
210,180,2,35,CO,0,30,780,435.7938724,45,0
133,360,1,45,SF,0,17,700,180.202892,75,0
115,240,2,15,SF,0,45,840,408.205008,25,0
95,360,2,25,SF,0,30,740,172.3525689,55,0
150,360,2,30,SF,0,17,700,291.649282,55,0
118,180,2,30,SF,0,8,700,155.1896667,75,0
80,360,1,45,SF,0,59,840,112.997838,5,0
189,360,1,50,SF,1,43,700,316.3744652,60,0
47,360,2,20,SF,0,31,660,105.15626,40,0
120,360,2,30,SF,0,9,660,165.0808668,75,0
180,180,2,40,SF,0,42,780,527.676992,30,0
100,180,2,20,SF,0,33,840,307.2241106,30,0
114,360,1,45,SF,0,19,780,156.3906748,75,0
91,360,2,25,SF,0,9,700,124.3430303,75,0
120,360,1,50,CO,0,17,780,153.7319696,80,0
81,360,1,45,SF,0,7,780,100.172362,85,0
63,180,2,40,SF,0,4,660,79.92563033,80,0
48,180,1,30,SF,0,29,780,120.7179076,40,0
87,360,2,50,SF,0,27,700,100.8497154,90,0
157,360,2,30,SF,0,12,700,173.8788772,90,0
125,360,2,20,SF,1,25,660,208.9700207,60,0
95,360,1,45,SF,1,43,700,150.6545072,65,0
164,360,2,25,SF,1,32,620,221.9828797,75,0
200,360,1,25,SF,1,15,620,274.9116716,75,0
180,360,2,50,SF,0,28,740,317.227929,55,0
140,360,1,35,CO,0,21,700,194.0097371,70,0
142,180,1,25,SF,0,62,660,378.0370664,30,0
46,360,1,40,SF,0,210,620,157.6678044,20,1
50,180,1,25,SF,0,18,840,170.4571303,30,0
44,180,1,50,SF,1,27,620,153.0649967,30,0
136,360,2,50,SF,0,27,780,190.6140532,70,0
183,360,1,60,SF,0,6,660,204.6066317,90,0
119,360,2,20,SF,0,16,840,191.5846154,65,0
162,360,2,35,SF,0,25,660,220.8297378,75,0
146,360,2,20,SF,0,10,780,192.0143333,75,0
103,360,1,30,SF,0,12,780,139.6328454,75,0
129,360,1,50,SF,0,12,740,171.3372383,75,0
70,360,1,15,SF,0,12,840,187.5729584,35,0
56,360,1,45,SF,0,22,660,83.39364827,70,0
84,360,2,25,SF,0,30,700,146.4458554,60,0
72,360,1,25,SF,0,13,740,109.2052997,70,0
192,360,1,50,SF,1,2,700,226.2424748,85,0
90,360,2,30,SF,0,3,660,158.0491614,60,0
250,360,2,40,SF,0,15,780,338.4482479,75,0
118,360,1,35,SF,0,24,780,160.9051586,75,0
114,360,1,20,SF,0,30,780,191.2948986,60,0
60,180,2,45,SF,0,163,660,106.5540267,5,0
104,360,1,30,SF,0,40,740,166.0619465,65,0
124,360,1,25,SF,0,19,700,157.1841963,80,0
85,360,2,20,SF,1,13,780,120.6789495,70,0
182,360,2,35,SF,0,10,780,249.8530453,75,0
219,360,2,30,SF,0,11,740,385.2337933,60,0
36,180,2,25,SF,0,39,780,75.69700602,15,0
70,360,1,55,SF,0,4,700,97.09071535,75,0
71,360,1,25,SF,0,22,660,100.3282571,75,1
133,360,2,40,SF,0,40,700,237.3048477,55,0
108,360,2,30,SF,0,10,780,132.8508749,85,0
120,240,1,55,SF,0,26,780,192.3432615,60,0
51,360,1,40,SF,0,37,620,91.60005021,55,0
184,360,2,60,SF,1,31,700,366.7621112,5,0
32,180,1,20,SF,0,24,840,55.85241142,55,0
98,360,2,35,SF,0,14,780,128.8863333,80,0
107,180,2,15,SF,0,15,780,145.8566787,75,0
80,360,1,35,SF,0,21,740,126.9297659,65,0
323,360,2,40,SF,0,27,700,484.7858483,70,0
198,180,2,50,SF,0,24,740,224.0213681,85,0
168,360,2,20,SF,0,6,740,252.2859486,70,0
247,360,2,45,SF,0,23,700,346.5558379,70,0
125,360,2,35,SF,0,11,780,214.2251042,60,0
114,360,1,40,CO,0,12,700,146.8570876,80,0
90,360,2,50,SF,0,31,660,127.1766639,70,0
168,360,2,25,SF,0,29,780,243.4005013,70,0
70,360,1,30,SF,0,14,780,110.2527538,65,0
223,360,1,40,SF,0,16,700,249.4211613,90,0
150,360,1,25,SF,0,25,840,337.5051181,45,0
77,360,1,45,SF,0,12,840,90.08901295,90,0
247,360,2,20,SF,1,41,660,454.6708135,55,0
138,360,1,40,SF,0,26,740,199.3550474,70,0
200,360,2,25,SF,0,7,700,268.2564086,75,0
246,360,2,30,CO,0,15,700,336.70852,75,0
253,360,2,60,SF,0,8,780,346.2896568,75,0
148,360,1,45,CO,0,11,740,164.0445185,90,0
105,360,2,30,SF,0,18,780,121.1750892,85,0
240,360,2,15,CO,0,14,700,350.6718682,70,0
175,360,2,35,SF,0,22,740,260.6051509,70,0
85,360,2,40,CO,1,28,780,195.5095218,45,0
100,360,2,55,SF,0,6,740,139.3539785,75,0
113,360,2,25,SF,0,7,740,123.6846966,95,0
135,180,2,35,SF,0,16,780,196.3588376,70,0
100,360,1,45,SF,0,24,660,138.0056174,75,0
107,360,1,25,SF,0,11,660,158.8576387,70,0
45,360,1,40,SF,0,16,700,54.24027804,85,0
63,360,1,35,SF,1,27,740,124.2775985,50,0
132,180,2,25,SF,0,10,840,175.3218253,75,0
250,360,1,15,SF,0,16,780,337.4505211,75,0
125,360,2,50,SF,0,22,620,273.6923077,50,0
150,360,2,25,SF,0,11,780,227.3012152,70,0
96,360,1,60,SF,1,22,740,124.3080012,80,0
70,360,1,15,SF,0,11,700,104.8702923,70,0
148,360,1,45,SF,0,13,780,161.0868775,95,0
95,360,2,25,SF,0,77,780,151.4619419,55,0
42,120,2,20,SF,0,23,780,78.45646643,50,0
124,360,2,20,SF,0,8,740,246.3595649,50,0
52,360,1,30,SF,0,14,840,56.052011,95,0
50,360,2,30,SF,0,32,660,145.9152545,35,0
65,360,1,35,SF,0,27,740,97.84399315,65,0
170,360,1,55,SF,0,21,700,208.5778941,85,0
80,240,1,50,SF,1,19,740,110.5180148,70,0
78,360,2,40,SF,0,29,780,117.650322,65,0
81,360,2,50,SF,0,24,740,106.3254792,75,0
250,360,2,40,SF,0,24,840,425.0008934,60,0
193,360,2,60,SF,0,8,780,409.8232221,50,0
148,360,2,45,SF,0,11,700,159.8623043,95,0
66,360,2,20,SF,0,45,740,89.06741672,75,0
91,360,2,35,SF,0,25,780,165.0050524,55,0
220,360,2,15,SF,0,22,840,384.1974484,60,0
100,180,1,40,SF,0,32,780,282.0819225,35,0
252,360,1,20,SF,0,23,740,866.9920738,30,0
77,360,1,35,SF,0,10,840,102.8472612,75,1
87,180,2,30,SF,0,7,660,292.6018216,30,0
59,180,2,20,SF,1,171,620,168.5287347,5,0
172,360,2,30,SF,1,19,740,258.9102588,70,0
175,360,2,35,SF,1,21,780,240.0734043,75,0
60,360,1,45,SF,0,24,660,89.02100608,70,0
96,360,1,45,SF,0,24,700,110.2365404,90,0
88,180,2,35,SF,0,22,740,119.6135986,70,0
92,240,1,35,SF,1,19,700,133.5182397,70,0
160,360,2,30,SF,0,23,780,221.693729,75,0
65,180,2,25,SF,0,23,780,81.24225608,75,0
160,360,2,30,SF,0,23,660,264.9887594,60,0
60,360,1,15,SF,0,7,700,82.39812102,75,0
253,360,1,40,SF,0,9,700,359.7814616,70,0
132,360,1,35,SF,1,18,700,154.0890331,85,0
132,360,1,50,SF,0,11,740,180.6728644,75,0
108,360,1,50,SF,0,28,660,176.4950036,65,0
150,360,1,65,SF,0,9,700,328.4961171,50,0
124,360,1,40,SF,0,18,660,193.552137,65,0
124,360,1,60,SF,0,13,780,164.7406143,75,0
100,360,2,15,SF,0,26,660,190.5483014,55,0
91,360,2,55,SF,1,64,700,120.5584278,75,0
130,360,2,30,SF,0,30,780,192.7129545,70,0
65,360,1,65,SF,0,41,780,294.8032591,25,0
29,120,1,35,SF,0,10,780,81.95130299,35,0
71,360,1,35,SF,1,102,620,111.5477581,55,0
98,360,2,25,SF,0,32,740,140.3292991,65,0
180,360,1,55,SF,1,24,740,237.4858439,75,0
59,360,1,25,SF,0,69,700,94.14039376,50,0
56,360,1,25,CO,0,201,660,136.9214589,30,0
114,360,1,35,CO,0,21,660,137.4087044,85,0
206,360,1,50,SF,0,39,780,413.4992365,50,0
205,360,2,30,SF,0,24,780,372.9500251,55,0
73,300,1,50,SF,0,53,700,130.0249516,55,0
80,360,2,45,SF,0,12,660,110.9868979,75,0
98,360,2,55,SF,0,13,740,134.0590146,75,0
105,360,2,50,CO,0,32,740,148.3727745,70,0
89,360,1,40,SF,0,54,840,147.2612704,60,0
70,360,1,55,SF,0,26,660,96.0552539,75,0
105,360,1,50,SF,0,30,740,124.7665351,85,0
152,360,2,45,SF,0,13,740,168.6604427,90,0
106,360,1,30,CO,0,21,740,138.5960946,75,0
123,360,1,55,SF,0,7,740,141.7720084,90,0
21,360,1,35,SF,0,41,840,33.42172742,60,0
216,360,2,45,SF,0,5,780,252.7172311,90,0
99,360,1,40,SF,1,24,780,159.3855204,65,0
96,360,1,40,SF,0,12,840,133.1842774,75,0
127,360,1,35,SF,0,33,840,200.6166632,65,0
113,360,2,25,SF,1,16,780,155.3250945,75,0
118,180,2,25,SF,0,11,740,295.4701485,40,0
228,360,2,50,SF,0,6,780,302.5896847,80,0
98,360,1,30,SF,0,22,740,110.879263,90,0
154,360,2,50,CO,0,12,740,202.7002791,80,0
215,360,1,65,SF,0,7,660,294.2777716,75,0
60,180,1,60,SF,1,19,620,106.5908787,55,0
151,360,1,30,CO,0,6,780,209.4877697,75,0
125,360,1,30,SF,0,13,840,200.1439544,65,0
95,360,2,35,CO,0,21,700,130.583044,75,0
53,240,2,30,SF,0,19,740,73.37987154,70,0
40,360,1,50,SF,0,63,700,215.2172533,20,0
189,360,2,30,SF,0,4,740,221.1275772,90,0
60,360,2,35,SF,0,38,660,73.73378655,80,0
175,360,1,15,SF,0,104,740,356.0618991,45,0
160,360,1,45,SF,0,25,780,221.0360296,75,0
67,360,1,40,SF,0,7,660,73.74129949,95,0
108,360,1,40,SF,0,18,780,129.5623873,85,0
112,180,2,30,SF,0,32,780,231.4926825,45,0
180,360,2,35,SF,0,19,780,234.3983727,80,0
96,360,2,45,SF,1,31,740,138.6817721,70,0
61,360,2,30,SF,0,28,660,86.29444178,70,0
140,360,2,15,CO,0,5,780,217.299236,65,0
127,360,2,50,SF,1,36,660,179.4604035,70,0
59,180,2,25,SF,0,7,840,147.9198079,40,0
155,360,2,20,CO,0,4,700,226.2973251,70,0
113,360,2,35,SF,0,21,780,178.5919511,65,0
70,180,2,25,SF,0,5,740,130.3473101,55,0
103,360,1,50,CO,0,15,660,117.8889258,90,0
168,360,1,35,SF,0,26,780,250.2502009,70,0
120,360,2,45,CO,0,28,780,220.5566113,55,0
150,240,2,20,SF,0,12,840,199.4841905,75,0
105,360,1,20,SF,1,203,660,149.6119579,50,1
194,360,2,40,SF,1,22,740,299.9973617,65,0
62,360,1,35,SF,0,100,660,76.55251282,80,1
130,120,1,40,SF,0,16,740,309.2756306,40,0
172,360,2,45,SF,0,5,700,228.2694113,80,0
131,360,1,55,SF,0,5,740,172.2868333,80,0
80,360,1,35,SF,0,28,780,143.3018028,55,0
110,360,1,60,SF,0,23,780,165.5821423,70,0
76,360,1,45,SF,0,18,700,86.833312,90,0
221,360,2,30,SF,0,12,700,268.8801551,85,0
120,360,2,35,SF,0,20,740,176.3971868,70,0
69,360,1,35,SF,0,14,660,133.8718507,55,0
167,240,2,25,SF,0,45,660,210.2253941,75,0
130,360,2,45,SF,0,29,740,223.6310661,60,0
89,360,2,45,SF,1,52,700,230.2292898,40,0
252,360,2,20,SF,0,27,660,346.3887063,75,0
253,360,2,50,SF,0,20,740,422.9553218,60,0
192,360,2,30,SF,0,26,780,260.9751241,75,0
100,360,1,55,CO,0,13,700,374.8795522,30,0
200,360,2,20,SF,0,15,840,348.9117656,55,0
135,360,2,40,SF,0,28,780,230.7189765,60,0
90,360,1,50,SF,0,13,660,106.2556517,85,0
72,360,2,40,SF,0,27,700,103.0990769,70,0
174,360,2,25,SF,0,36,780,234.6486432,75,0
224,360,1,25,SF,0,15,700,291.6957526,80,0
122,360,2,40,SF,0,6,700,160.3066965,80,0
116,360,2,40,SF,0,2,700,195.4130748,60,0
194,360,2,35,SF,0,12,700,236.0305434,85,0
170,360,2,55,SF,0,16,740,196.3908751,90,0
180,360,2,60,SF,0,25,740,320.0609102,60,0
188,360,2,40,SF,1,40,840,306.4543336,60,0
40,360,2,40,SF,0,19,700,45.01014658,90,0
170,360,1,60,SF,0,11,700,217.9635158,80,0
116,360,1,20,SF,0,22,780,157.1694396,75,0
124,360,2,25,SF,0,12,700,134.3791135,95,0
211,360,2,30,SF,0,15,740,245.4663277,85,0
150,360,2,20,SF,0,27,780,289.0229383,55,0
99,360,1,35,SF,0,7,620,145.020693,70,0
70,360,2,35,SF,0,29,780,89.17428516,80,0
55,360,1,35,SF,0,202,660,87.27664692,20,1
116,180,1,20,SF,0,21,840,180.1095474,65,0
161,360,1,30,SF,0,32,700,277.7385266,60,0
128,360,1,30,SF,1,44,740,196.9369424,65,0
130,360,1,35,SF,1,18,620,196.8989432,70,0
126,360,2,50,SF,0,13,700,145.1722547,85,0
174,360,1,40,SF,0,11,780,234.6040684,75,0
64,180,2,40,SF,0,155,700,96.39586045,15,0
146,360,2,40,SF,0,13,740,192.3783174,80,0
175,360,2,20,SF,0,14,780,420.2434736,45,0
117,360,2,20,CO,0,7,700,129.5410682,95,0
220,360,2,50,SF,0,25,700,1512.014194,15,0
65,180,2,40,SF,0,24,740,128.6381654,50,0
209,180,2,25,SF,1,12,700,441.5694178,50,0
101,360,2,30,SF,0,19,700,126.5349139,80,0
36,360,1,45,CO,1,203,780,90.84627085,30,1
189,360,1,25,SF,0,17,780,265.0730572,70,0
65,180,1,35,SF,0,11,700,146.4473586,45,0
60,360,1,30,SF,0,30,780,184.5789525,5,0
131,360,1,45,SF,1,179,660,189.7171907,60,0
80,360,2,35,SF,0,21,700,120.5339512,70,0
165,180,2,35,SF,0,17,780,316.9068826,50,0
146,360,2,40,SF,0,24,700,213.9811891,70,0
125,360,1,40,CO,0,14,780,173.188892,75,0
118,360,1,25,SF,0,9,740,136.4628531,90,0
141,360,2,50,SF,1,46,660,299.8694588,50,0
107,360,2,20,SF,1,4,740,140.6613186,80,0
105,360,2,50,SF,1,38,620,183.0334264,60,0
46,180,2,60,SF,0,30,700,77.18916961,55,0
160,360,1,60,CO,0,46,660,246.171178,65,0
99,360,2,25,SF,0,14,780,138.8477919,75,0
192,360,2,50,SF,0,13,700,373.9837106,55,0
74,360,1,55,SF,0,10,660,82.48484423,90,0
69,360,1,30,SF,0,105,740,125.2697224,45,0
75,360,1,35,SF,0,47,660,187.7570726,5,0
63,360,2,40,SF,0,15,740,77.49634372,85,0
63,360,2,30,CO,0,15,660,97.42182364,65,0
65,360,1,40,SF,0,17,620,95.3508213,70,0
124,360,2,25,CO,0,6,840,173.8766705,75,0
86,360,2,20,CO,0,20,840,129.0019562,70,0
68,180,1,50,SF,0,42,700,170.7276013,35,0
231,360,2,35,SF,0,10,740,281.1369596,85,0
76,360,2,35,SF,0,5,740,115.8871498,70,0
93,360,2,40,SF,0,18,660,120.6245469,80,0
161,360,2,40,SF,1,28,740,230.9506122,70,0
108,360,1,50,CO,0,4,700,131.3984468,85,0
176,360,1,30,SF,0,15,700,233.7624337,75,0
128,360,2,50,SF,0,13,700,171.6841015,75,0
49,360,1,30,SF,1,107,780,90.55974877,50,0
114,360,1,25,SF,0,17,660,157.1037445,75,0
250,360,2,40,SF,1,60,780,412.7356097,60,0
183,360,2,40,SF,0,6,660,204.8302128,90,0
142,360,1,30,SF,0,9,780,215.9557807,70,0
90,240,2,20,SF,0,40,660,179.9045162,50,0
150,360,2,30,SF,0,5,700,203.6855045,75,0
253,360,2,25,SF,0,6,740,350.6730702,75,0
139,360,2,35,SF,0,8,660,179.0625893,80,0
46,360,1,60,CO,0,14,740,64.46469344,75,0
76,360,1,20,SF,1,201,660,115.8736604,45,1
178,360,2,45,SF,0,21,780,216.9383349,85,0
66,180,2,45,SF,1,34,660,95.45295099,65,0
124,360,1,30,SF,0,15,700,187.597073,70,0
43,360,1,35,CO,1,83,740,90.10442585,45,0
220,360,2,35,SF,1,7,660,301.1214407,75,0
60,180,2,40,SF,0,33,700,83.94757495,65,0
160,360,2,30,SF,0,23,780,310.5337025,55,0
160,360,2,55,SF,0,20,660,397.1126108,40,0
122,360,2,35,SF,1,21,780,166.9523077,75,0
110,360,2,40,SF,0,12,700,152.6069846,75,0
105,360,1,20,SF,0,13,840,146.9290818,70,0
228,360,1,40,SF,0,45,660,336.5484204,70,0
138,360,2,30,SF,0,10,780,170.3551968,85,0
172,360,2,45,SF,0,20,620,236.3341084,75,0
119,360,2,35,SF,0,42,780,216.0685187,55,0
135,360,2,35,SF,1,31,700,300.1687935,45,0
56,360,2,20,CO,0,23,840,161.9915553,35,0
185,360,2,20,SF,0,15,840,448.7528758,45,0
215,360,2,40,SF,0,7,700,289.4511991,75,0
90,180,2,15,SF,0,22,700,227.2229123,40,0
144,360,2,50,SF,0,30,660,190.853937,75,0
189,360,2,55,SF,0,11,740,234.3884093,80,0
80,360,1,60,SF,0,12,740,190.4325317,45,0
86,360,2,30,SF,0,40,660,158.6796281,55,0
172,360,1,30,SF,0,20,700,237.0337198,75,0
208,360,2,50,SF,0,12,780,274.4015177,75,0
135,360,2,25,SF,0,6,620,158.4905322,90,0
150,360,2,20,CO,1,8,780,223.520123,70,0
108,360,2,65,SF,0,9,740,171.2777669,65,0
67,360,1,50,SF,1,201,700,128.1235168,50,1
107,360,2,50,SF,0,7,740,149.9699806,75,0
175,360,2,40,SF,0,5,660,273.7467643,65,0
100,360,1,25,SF,0,31,840,428.8197887,25,0
161,360,1,50,SF,1,43,620,211.2448175,75,0
51,360,1,20,SF,1,64,780,88.58379957,5,0
180,360,1,50,SF,0,21,780,248.8675104,70,0
81,360,1,45,SF,0,47,620,153.0682949,55,1
158,180,2,40,SF,0,37,700,212.3294436,70,0
66,360,2,25,SF,1,86,700,137.937476,45,0
166,360,2,55,SF,0,21,740,191.2965182,85,0
49,360,1,65,SF,0,20,780,68.72264446,75,0
147,360,1,20,SF,0,13,840,175.4147701,85,0
120,360,2,50,SF,0,14,740,197.6739574,65,0
77,180,1,55,SF,0,24,700,138.0534699,55,0
53,180,2,15,SF,0,4,840,69.91205871,80,0
227,360,2,45,SF,0,11,700,344.571899,65,0
47,180,1,25,SF,1,33,660,131.5178674,35,0
202,360,2,30,SF,0,6,840,280.2419171,75,0
162,360,2,30,SF,0,16,740,198.9324267,85,0
119,180,2,30,SF,0,16,780,199.1252049,60,0
55,360,1,40,CO,0,10,620,83.20308366,70,0
165,360,2,30,SF,0,26,740,241.8280562,70,0
60,360,2,20,SF,0,40,840,85.46873321,70,0
106,360,2,35,SF,0,28,660,152.313057,70,0
117,360,1,45,SF,0,29,780,200.9992123,60,0
94,360,1,50,CO,0,20,780,137.7687108,70,0
104,360,1,50,SF,0,12,740,151.1997478,70,0
105,180,1,50,CO,0,179,840,342.8343474,5,0
118,360,2,30,SF,0,6,780,154.9659687,80,0
37,360,2,20,SF,0,73,780,55.15581043,65,0
230,360,1,25,CO,0,15,620,384.504838,60,0
198,360,2,40,SF,0,7,740,228.218355,90,0
174,360,2,40,SF,0,9,740,193.206396,90,0
64,360,1,40,SF,1,186,740,103.7140426,50,0
146,360,2,25,SF,1,7,780,212.5113034,70,0
110,360,1,25,SF,0,36,780,162.1482531,70,0
98,360,1,30,SF,1,8,660,137.5904925,75,0
152,360,1,30,CO,1,23,840,175.8765458,85,0
84,360,2,40,SF,0,6,700,93.6314448,90,0
225,180,2,40,SF,0,23,620,372.2930726,60,0
115,360,2,20,SF,0,11,840,194.8724593,60,0
30,360,2,50,SF,0,55,780,212.9786289,15,0
50,360,1,45,SF,0,13,700,70.14222222,75,0
170,360,2,40,SF,0,5,700,201.4204666,85,0
186,360,2,45,SF,0,15,620,233.2514072,80,0
109,360,2,45,SF,0,23,700,137.2740143,80,0
113,360,2,45,SF,0,35,740,213.2091989,55,0
148,180,1,25,SF,0,73,780,384.712724,30,0
80,360,1,20,CO,0,23,780,135.5728792,45,0
104,360,1,45,CO,0,5,740,138.621266,80,0
170,360,2,30,SF,0,5,780,223.5783333,80,0
92,180,2,40,SF,0,42,740,134.6323706,60,0
84,360,1,35,SF,0,13,660,97.14304794,90,0
140,360,2,35,SF,0,27,700,182.4068614,75,0
65,360,1,45,SF,0,14,700,79.34633876,85,0
50,360,1,45,SF,0,30,620,77.46103206,65,0
14,180,2,15,SF,0,68,780,20.63975017,5,0
77,360,2,30,SF,0,19,700,97.60631544,80,0
209,360,2,30,SF,0,14,740,234.9671132,90,0
170,360,2,50,SF,0,3,700,199.5806702,90,0
63,360,1,55,SF,1,43,740,92.99888898,70,0
92,180,2,35,SF,0,5,740,134.787987,70,0
120,360,1,45,CO,0,17,620,250.2294675,50,0
106,360,1,30,SF,0,26,840,344.3418722,30,0
97,360,2,25,SF,0,29,840,149.9965586,65,0
42,360,1,25,SF,0,25,740,87.20313448,50,0
124,360,2,45,SF,0,16,740,171.1269656,75,0
150,360,2,35,CO,0,10,840,216.905391,70,0
118,360,1,45,SF,0,12,840,193.4921051,65,0
91,360,1,55,SF,0,10,780,165.5706181,55,0
190,360,1,35,SF,0,12,780,214.6051269,90,0
57,180,2,35,SF,0,174,740,82.9452521,5,0
140,360,2,40,SF,0,14,700,199.0522523,70,0
108,360,2,25,SF,0,5,780,142.1983119,80,0
148,360,1,35,SF,0,4,780,198.5097424,75,0
75,180,2,20,SF,1,39,780,200.8115481,35,0
60,276,1,40,SF,0,44,780,140.2493352,45,0
175,360,2,30,SF,0,26,740,296.4992611,60,0
128,360,2,30,SF,0,27,700,160.5461447,80,0
106,360,2,35,SF,0,6,700,121.5385063,90,0
100,120,1,30,SF,0,24,740,494.8410089,20,0
50,360,1,30,SF,0,47,780,440.3076957,15,0
253,360,2,25,CO,0,17,780,395.5232207,65,0
132,360,1,30,SF,0,32,780,186.2586132,65,0
54,360,1,25,SF,0,119,780,100.5770445,50,1
91,360,2,35,SF,0,17,740,125.7142419,75,0
155,360,1,60,SF,0,23,700,300.8295243,55,0
78,360,2,25,SF,0,13,700,86.65311086,90,0
160,360,2,25,SF,0,17,780,327.4607847,50,0
180,360,2,25,SF,0,23,700,245.5866123,75,0
56,180,2,20,SF,0,3,840,96.50282188,60,0
78,180,1,50,CO,0,59,740,158.235857,40,0
